"test","outer","value_mean","value_sd"
"domlem_conf08_15",13,6653.97042414286,82.8057772876704
"domlem_conf08_15",14,6669.04786457143,59.9734865122905
"domlem_conf08_15",15,6692.09412257143,57.7754098658701
"domlem_conf08_15",16,6698.50994985714,55.9057340851555
"domlem_conf08_15",17,6698.50994985714,55.9057340851555
"domlem_conf08_15",18,6716.63056028571,29.1120867392551
"domlem_conf08_15",19,6716.63056028571,29.1120867392551
"domlem_multirules",1,6369.343853,150.617613485757
"domlem_multirules",2,6523.57704214286,62.8398044048391
"domlem_multirules",3,6587.37431957143,58.6871189579213
"domlem_multirules",4,6599.35734814286,49.5974915559987
"domlem_multirules",5,6605.16363271429,43.2854351272994
"domlem_multirules",6,6613.67746057143,38.4255426361299
"domlem_multirules",7,6649.04144542857,54.454955676816
"domlem_multirules",8,6658.284368,45.5724747410746
"domlem_multirules",9,6673.41692542857,45.9298330068642
"domlem_multirules",10,6680.07773014286,33.4354932253305
"domlem_multirules",11,6692.18563428571,30.1020623416145
"domlem_multirules",12,6692.17983857143,30.1014591015470
"domlem_multirules",13,6692.17983857143,30.1014591015470
"domlem_multirules",14,6692.17983857143,30.1014591015470
"domlem_multirules",15,6692.17983857143,30.1014591015470
"domlem_multirules",16,6692.17983857143,30.1014591015470
"domlem_multirules",17,6692.17983857143,30.1014591015470
"domlem_multirules",18,6692.17983857143,30.1014591015470
"domlem_multirules",19,6693.138598,28.4002539336396
"domlem_multirules_15",1,6142.96456857143,181.279804400275
"domlem_multirules_15",2,6461.12640628571,97.4181126432168
"domlem_multirules_15",3,6577.98758942857,64.2646915825928
"domlem_multirules_15",4,6615.18788414286,35.7196710838649
"domlem_multirules_15",5,6605.28208042857,61.3144154503929
"domlem_multirules_15",6,6627.05870614286,31.3919339892809
"domlem_multirules_15",7,6641.22472557143,29.1313146128498
"domlem_multirules_15",8,6659.143487,27.7483936538697
"domlem_multirules_15",9,6659.143487,27.7483936538697
"domlem_multirules_15",10,6658.61300628571,27.9696399131638
"domlem_multirules_15",11,6666.88297257143,39.1492726383417
"domlem_multirules_15",12,6666.88297257143,39.1492726383417
"domlem_multirules_15",13,6671.61429342857,35.0034508314049
"domlem_multirules_15",14,6687.729721,31.5826573396006
"domlem_multirules_15",15,6687.729721,31.5826573396006
"domlem_multirules_15",16,6696.02635057143,37.5221811496865
"domlem_multirules_15",17,6696.02635057143,37.5221811496865
"domlem_multirules_15",18,6697.60891285714,36.6395574462060
"domlem_multirules_15",19,6697.60891285714,36.6395574462060
